,Title,type,subway,check,score_Кухня,score_Интерьер,score_Сервис,votes,district
7098,Legran,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",2500.0,8.9,9.5,9.0,65.0,distr_others
7100,Duderhoff,Ресторан,"Ленинский Проспект, Проспект Ветеранов, Автово",900.0,8.9,9.2,9.0,131.0,distr_others
7101,Проспект,Ресторан,Адмиралтейская,1050.0,9.5,9.4,9.6,83.0,distr_others
7102,Aivazovsky,Банкетный зал,"Старая Деревня, Беговая, Черная Речка",3300.0,9.3,9.5,9.4,27.0,distr_others
7103,Летний дворец,Ресторан,undefined,1550.0,8.2,8.8,8.4,39.0,distr_others
7104,The Place,Кафе,"Нарвская, Балтийская",700.0,0.0,0.0,0.0,3.0,distr_others
7105,Красный кабачок,Ресторан,undefined,1500.0,8.7,8.7,8.4,80.0,distr_others
7107,Metro Center,Ресторанный комплекс,Обводный канал,1100.0,0.0,0.0,0.0,1.0,distr_others
7108,Beer House,Паб,Звездная,1300.0,8.8,9.1,9.3,5.0,distr_others
7109,Dublin,Паб,Академическая,1500.0,6.5,8.8,6.6,15.0,distr_others
7110,Северянин,Ресторан,"Садовая, Сенная Площадь, Спасская",1500.0,8.1,8.0,8.4,34.0,distr_others
7112,Maximilian Brauhaus,Ресторан,"Беговая, Старая Деревня",1200.0,7.1,7.8,6.3,114.0,distr_others
7113,Beer House Staff,Паб,Комендантский Проспект,1300.0,9.1,8.8,9.0,6.0,distr_others
7115,Чайхана Пахвала,Ресторан,"Ленинский Проспект, Проспект Ветеранов, Автово",1400.0,8.9,9.0,8.2,203.0,distr_others
7116,Посидим,Кафе,Елизаровская,700.0,0.0,0.0,0.0,5.0,distr_others
7121,Молоко,Ресторан,undefined,1200.0,8.6,8.9,8.5,61.0,distr_others
7122,Вкусновица,Ресторан,"Новочеркасская, Ладожская",1500.0,8.9,9.2,8.5,72.0,distr_others
7123,MZE,Ресторан,undefined,1300.0,8.8,9.2,9.2,139.0,distr_others
7125,Амроц на Передовиков,Ресторан,"Ладожская, Проспект Большевиков",1500.0,7.2,7.2,6.7,27.0,distr_others
7126,Склад 22,Ресторан,undefined,1100.0,8.0,8.4,7.9,33.0,distr_others
7127,Гриль Factory,Ресторан,Проспект Ветеранов,600.0,5.1,7.7,2.7,7.0,distr_others
7128,Сказка Востока 1001 ночь,Ресторанный комплекс,"Лесная, Выборгская",1300.0,8.9,8.9,9.3,35.0,distr_others
7129,Vsёхорошо!,Ресторан,"Сенная Площадь, Садовая, Спасская",750.0,7.0,7.2,6.1,113.0,distr_others
7131,Бульвар,Ресторан,Автово,1300.0,8.7,8.9,8.5,246.0,distr_others
7133,Tsunami,Ресторан,"Площадь Восстания, Маяковская",1100.0,8.3,7.6,8.1,36.0,distr_others
7134,Alta Marea,Ресторан,Беговая,1600.0,8.5,9.2,8.6,77.0,distr_others
7136,Рыба моей мечты,Ресторан,Крестовский Остров,2300.0,9.3,9.3,10.0,11.0,distr_others
7137,Добрый лось,Ресторан,undefined,1100.0,9.5,9.5,9.3,36.0,distr_others
7138,Kuznya House,Ресторан,"Садовая, Сенная Площадь, Спасская",1500.0,6.2,7.5,6.2,32.0,distr_others
7139,Hard Rock Cafe,Кафе,"Садовая, Сенная Площадь, Спасская",1200.0,8.4,9.7,8.6,10.0,distr_others
7141,Пури,Ресторан,Ладожская,1500.0,8.6,8.9,8.3,166.0,distr_others
7142,Траппист,Бар,"Чернышевская, Маяковская, Площадь Восстания",1500.0,8.1,8.0,8.1,57.0,distr_others
7144,Bio My Bio,Ресторан,Адмиралтейская,2000.0,8.0,7.5,6.6,5.0,distr_others
7145,СВЧ,Кулинарная студия,"Садовая, Спасская, Сенная Площадь",1500.0,10.0,9.7,9.9,7.0,distr_others
7146,Ферма Бенуа,Ресторан,"Политехническая, Академическая",1600.0,7.1,8.1,6.9,62.0,distr_others
7151,Хочу харчо,Ресторан,"Садовая, Сенная Площадь, Спасская",1900.0,8.4,8.3,8.1,169.0,distr_others
7152,Ларисуваннухочу,Ресторан,Академическая,1150.0,8.6,8.6,8.1,113.0,distr_others
7154,Red Stars,Ресторан,"Сенная Площадь, Садовая, Спасская, Технологический Институт, Адмиралтейская, Балтийская",1350.0,10.0,10.0,10.0,5.0,distr_others
7157,Литературное кафе,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",1850.0,8.7,9.3,8.8,147.0,distr_others
7161,ЛюбимRest,Ресторанный комплекс,"Улица Дыбенко, Ладожская, Проспект Большевиков",950.0,7.9,8.7,7.2,128.0,distr_others
7162,Gorki Golf & Resort,Ресторан,undefined,1400.0,9.7,9.8,9.0,22.0,distr_others
7163,Smokey Bones,Ресторан,Московская,1300.0,9.1,7.8,9.2,5.0,distr_others
7164,Шампанерия,Ресторан,Черная Речка,1500.0,9.0,8.1,9.1,8.0,distr_others
7167,La Russ,Ресторан,"Адмиралтейская, Гостиный Двор, Невский Проспект",1300.0,8.4,8.8,8.8,67.0,distr_others
7168,Градъ Петровъ,Ресторан,"Василеостровская, Адмиралтейская",1300.0,7.5,8.5,7.8,85.0,distr_others
7170,Кофейня №1,Кафе,"Площадь Восстания, Маяковская",1000.0,6.5,6.9,5.6,9.0,distr_others
7171,Марсельеза,Ресторан,Крестовский Остров,1750.0,8.2,8.6,8.4,58.0,distr_others
7172,Карл и Фридрих,Ресторан,"Крестовский Остров, Новокрестовская",1700.0,6.9,8.2,6.4,244.0,distr_others
7173,O'Hooligans,Паб,"Беговая, Старая Деревня",1100.0,9.4,9.3,9.4,69.0,distr_others
7174,Arcobaleno,Ресторан,Адмиралтейская,1500.0,8.6,8.3,9.2,11.0,distr_others
7175,Bilbao,Ресторан,"Площадь Восстания, Маяковская",1600.0,7.5,7.5,8.4,3.0,distr_others
7176,Bullhouse New Form,Ресторан,Крестовский Остров,2300.0,9.3,8.6,9.4,6.0,distr_others
7178,Киликия,Кафе,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",1100.0,8.6,8.3,8.9,77.0,distr_others
7179,Босфор,Ресторан,"Автово, Кировский Завод",1000.0,9.3,8.9,9.5,9.0,distr_others
7180,Mr. Grön,Ресторан,Технологический Институт,1700.0,8.4,8.9,8.5,5.0,distr_others
7182,Траттория,Пиццерия,Проспект Большевиков,1200.0,7.5,8.0,7.2,11.0,distr_others
7183,Bali,Ресторан,"Старая Деревня, Черная Речка",1700.0,7.9,8.8,7.6,137.0,distr_others
7185,Craft Brew Cafe,Кафе,Адмиралтейская,1000.0,7.4,8.6,7.5,59.0,distr_others
7186,Филадельфия,Ресторан,Московская,700.0,0.0,0.0,0.0,2.0,distr_others
7188,Платформа,Бар,Удельная,600.0,8.7,8.6,8.6,8.0,distr_others
7189,Marketplace,Кафе,Московская,350.0,0.0,0.0,0.0,1.0,distr_others
7194,Utopist,Бар,"Площадь Восстания, Маяковская, Чернышевская",300.0,6.9,6.3,6.0,3.0,distr_others
7195,Bo,Корнер,"Площадь Восстания, Маяковская",600.0,0.0,0.0,0.0,1.0,distr_others
7197,Munhell,Ресторан,Комендантский Проспект,1200.0,7.7,8.3,8.0,25.0,distr_others
7199,Tandoor,Ресторан,Адмиралтейская,1400.0,7.7,7.2,8.2,31.0,distr_others
7200,New York City Cafe,Ресторан,Площадь Мужества,1300.0,6.7,7.5,7.5,14.0,distr_others
7201,Такты,Бар,"Площадь Восстания, Маяковская",300.0,0.0,0.0,0.0,2.0,distr_others
7203,Marseria,Банкетный зал,"Петроградская, Черная Речка, Лесная, Выборгская",2000.0,0.0,0.0,0.0,4.0,distr_others
7204,Doppi,Ресторан,Ломоносовская,1200.0,0.0,0.0,0.0,3.0,distr_others
7209,Эzo,Кафе,"Сенная Площадь, Спасская, Садовая",800.0,0.0,0.0,0.0,2.0,distr_others
7210,Vintage,Ресторан,"Озерки, Удельная",1100.0,0.0,0.0,0.0,2.0,distr_others
7211,БМ4,Кафе,Адмиралтейская,1000.0,0.0,0.0,0.0,1.0,distr_others
7212,WöD,Бар,Адмиралтейская,600.0,9.8,9.6,9.8,4.0,distr_others
7213,Мангохолл,Ресторан,Проспект Ветеранов,1100.0,0.0,0.0,0.0,3.0,distr_others
7214,Kuznya Cafe,Кафе,Адмиралтейская,1000.0,0.0,0.0,0.0,1.0,distr_others
7215,Mad Espresso Team,Кофейня,Площадь Восстания,300.0,7.5,6.3,3.8,5.0,distr_others
7217,Место встречи,Кафе,"Лиговский Проспект, Обводный канал",450.0,6.1,6.4,5.0,10.0,distr_others
7218,Привилегия,Ресторан,"Крестовский Остров, Чкаловская",2000.0,0.0,0.0,0.0,1.0,distr_others
7220,Flank Grill & BBQ,Ресторан,undefined,800.0,0.0,0.0,0.0,2.0,distr_others
7221,Виктория,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",3000.0,0.0,0.0,0.0,1.0,distr_others
7222,San Diego,Кафе,"Сенная Площадь, Садовая, Спасская",400.0,0.0,0.0,0.0,2.0,distr_others
7224,Чебуroom Family,Кафе,Девяткино,700.0,0.0,0.0,0.0,1.0,distr_others
7225,Дагестанская лавка,Корнер,"Площадь Восстания, Маяковская",600.0,0.0,0.0,0.0,1.0,distr_others
7229,Бюро,Бар,"Маяковская, Площадь Восстания",500.0,7.1,6.5,6.8,13.0,distr_others
7231,Оджах,Ресторан,Проспект Просвещения,1400.0,0.0,0.0,0.0,2.0,distr_others
7232,Love you so matcha,Кафе,"Садовая, Спасская, Сенная Площадь",400.0,0.0,0.0,0.0,1.0,distr_others
7233,Шуваловъ,Ресторан,undefined,1100.0,0.0,0.0,0.0,4.0,distr_others
7234,Победа,Бар,Парк Победы,1250.0,8.2,8.2,7.0,11.0,distr_others
7235,78rus,Бар,Удельная,1600.0,0.0,0.0,0.0,4.0,distr_others
7237,Восточный дворик,Ресторан,Удельная,900.0,0.0,0.0,0.0,2.0,distr_others
7239,Лесная сказка,Кафе,Ломоносовская,1800.0,0.0,0.0,0.0,3.0,distr_others
7240,Вокзал,Кафе,Новочеркасская,1000.0,0.0,0.0,0.0,1.0,distr_others
7242,Pizza Rokko,Пиццерия,Площадь Восстания,800.0,0.0,0.0,0.0,3.0,distr_others
7243,Fish&Chips,Паб,Площадь Восстания,750.0,0.0,0.0,0.0,2.0,distr_others
7245,Белое дерево,Ресторан,Гражданский Проспект,1000.0,0.0,0.0,0.0,1.0,distr_others
7246,Camorra,Пиццерия,"Сенная Площадь, Садовая, Спасская",350.0,6.0,5.7,7.3,4.0,distr_others
7248,Мацони,Ресторан,"Пионерская, Комендантский Проспект",1150.0,7.3,8.0,6.9,6.0,distr_others
7253,Romeo's Bar & Kitchen,Ресторан,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",1500.0,7.3,7.7,7.1,17.0,distr_others
7254,Пиворама,Ресторан,Международная,1100.0,6.6,7.0,8.5,6.0,distr_others
7255,Radio Ireland,Ресторан,"Ленинский Проспект, Проспект Ветеранов",1000.0,0.0,0.0,0.0,1.0,distr_others
7257,Новый Свет,Ресторан,Проспект Просвещения,1150.0,6.4,6.7,5.3,14.0,distr_others
7260,Ладога,Ресторан,undefined,2100.0,0.0,0.0,0.0,7.0,distr_others
7262,Скотный двор,Бар,Адмиралтейская,700.0,5.1,5.4,3.4,7.0,distr_others
7263,Две палочки,Ресторан,Пионерская,900.0,5.9,5.6,5.0,33.0,distr_others
7264,The Kitchen,Ресторан,Фрунзенская,1000.0,6.8,7.6,6.4,62.0,distr_others
7265,Hamlet + Jacks,Ресторан,"Адмиралтейская, Невский Проспект, Гостиный Двор",1500.0,7.7,8.1,7.5,31.0,distr_others
7266,West,Ресторан,undefined,1300.0,0.0,0.0,0.0,6.0,distr_others
7268,Чайхона № 1,Ресторан,"Маяковская, Площадь Восстания",1400.0,6.9,8.0,6.7,64.0,distr_others
7272,Марчеллис,Ресторан,"Маяковская, Площадь Восстания",1200.0,6.9,7.3,6.7,130.0,distr_others
7273,Douglas,Ресторан,Площадь Ленина,1250.0,7.3,8.6,7.1,57.0,distr_others
7276,Кинг Понг,Кафе,"Беговая, Старая Деревня",1050.0,7.6,7.3,7.0,18.0,distr_others
7277,Mozzarella Bar,Ресторан,"Электросила, Парк Победы",1200.0,7.8,7.4,7.5,74.0,distr_others
7279,Korovabar,Ресторан,Московские Ворота,1000.0,7.9,7.6,7.2,46.0,distr_others
7280,Мускат,Ресторан,Комендантский Проспект,950.0,7.3,8.1,7.0,21.0,distr_others
7283,Бричмула,Ресторан,Комендантский Проспект,1500.0,7.5,8.0,7.2,112.0,distr_others
7284,Grill Station,Ресторан,Электросила,1200.0,7.3,8.0,8.4,17.0,distr_others
7285,Сули Гули,Ресторан,Рыбацкое,1500.0,8.2,8.6,8.1,23.0,distr_others
7286,Чаща,Ресторан,undefined,1300.0,7.4,8.9,8.0,6.0,distr_others
7287,Бургерная #1,Бургерная,Академическая,450.0,8.8,8.2,8.1,7.0,distr_others
7288,Компания,Ресторан,"Парк Победы, Московская",1400.0,8.2,8.4,6.8,14.0,distr_others
7291,Паштет,Кафе,"Садовая, Сенная Площадь, Спасская",900.0,8.8,8.5,9.3,10.0,distr_others
7292,Нева,Кафе,"Василеостровская, Адмиралтейская",1250.0,8.9,9.0,8.5,5.0,distr_others
7295,Тепло,Ресторан,undefined,2150.0,0.0,0.0,0.0,1.0,distr_others
7296,Feromon Efimova,Кафе,"Сенная Площадь, Спасская, Садовая",1300.0,9.3,8.5,7.3,10.0,distr_others
7297,Не горюй,Ресторан,Ленинский Проспект,1100.0,9.6,9.2,9.0,43.0,distr_others
7300,Après ski,Ресторан,undefined,1800.0,7.8,7.7,7.1,36.0,distr_others
7305,Bel Canto,Банкетный зал,Технологический Институт,2200.0,9.4,9.5,9.3,75.0,distr_others
7310,Est!Сafe,Ресторан,"Садовая, Сенная Площадь, Спасская",760.0,8.6,9.1,8.8,25.0,distr_others
7312,NOK,Ресторан,Балтийская,2500.0,8.7,9.4,9.2,28.0,distr_others
7337,Проходимец,Бар,"Владимирская, Достоевская, Маяковская, Площадь Восстания",800.0,6.7,6.7,5.3,33.0,distr_others
7338,City Grill Express,Кафе,"Маяковская, Площадь Восстания",400.0,7.6,8.5,7.0,6.0,distr_others
7345,Monkey Bar,Бар,"Маяковская, Площадь Восстания",800.0,0.0,0.0,0.0,2.0,distr_others
7347,1/2 of you,Кальянная,"Площадь Восстания, Маяковская",1000.0,0.0,0.0,0.0,2.0,distr_others
7355,Гирлянда Steak Shop&Show,Ресторан,"Владимирская, Достоевская, Маяковская, Площадь Восстания",1200.0,8.0,7.8,8.3,27.0,distr_others
7359,Frank,Ресторан,"Парк Победы, Московская",1400.0,7.8,7.8,7.9,6.0,distr_others
7363,Барслона,Бар,"Невский Проспект, Гостиный Двор, Адмиралтейская",1000.0,7.1,8.1,7.3,17.0,distr_others
7367,48 стульев,Ресторан,"Владимирская, Достоевская, Маяковская, Площадь Восстания",1900.0,7.7,8.2,7.9,44.0,distr_others
7368,Meat Coin,Ресторан,"Маяковская, Площадь Восстания",2000.0,7.4,7.8,7.1,25.0,distr_others
7371,Chang,Ресторан,Парк Победы,1700.0,7.0,8.0,7.0,1.0,distr_others
7373,Чайхана Пахвала & Вкусновица,Ресторан,Московская,1200.0,9.2,9.3,8.0,34.0,distr_others
7374,Engels Lounge,Кальянная,Удельная,700.0,0.0,0.0,0.0,3.0,distr_others
7376,Asiatiq,Кафе,"Садовая, Спасская, Сенная Площадь",600.0,7.8,8.2,8.4,13.0,distr_others
7377,Бабушка приехала,Кафе,Беговая,700.0,0.0,0.0,0.0,2.0,distr_others
7381,Никольские ряды,Фудмаркет,"Садовая, Спасская, Сенная Площадь",500.0,7.5,7.7,5.0,2.0,distr_others
7382,Food Cup,Кафе,"Сенная Площадь, Садовая, Спасская",200.0,0.0,0.0,0.0,2.0,distr_others
7384,Cococo Bistro,Ресторан,Адмиралтейская,1400.0,6.2,7.4,7.3,9.0,distr_others
7385,Butcher House,Ресторан,Адмиралтейская,1500.0,8.0,7.0,8.0,1.0,distr_others
7388,Merula винный двор,Бар,Адмиралтейская,400.0,0.0,0.0,0.0,4.0,distr_others
7390,Mama Fugu,Кафе,Адмиралтейская,1100.0,7.3,6.5,6.5,2.0,distr_others
7391,Ultramen,Кафе,"Сенная Площадь, Садовая, Спасская, Звенигородская",500.0,6.4,7.3,6.4,2.0,distr_others
7393,Крыша,Ресторан,Адмиралтейская,1600.0,0.0,0.0,0.0,2.0,distr_others
7394,Петровский,Банкетный зал,Крестовский Остров,3000.0,0.0,0.0,0.0,2.0,distr_others
7396,Ohta Rill,Бар,Беговая,400.0,0.0,0.0,0.0,2.0,distr_others
7398,Шелест,Ресторан,undefined,1600.0,0.0,0.0,0.0,1.0,distr_others
7399,Юность,Ресторан,Черная Речка,1800.0,6.5,8.2,6.6,23.0,distr_others
7400,Стрельна,Ресторан,undefined,1500.0,7.0,7.6,6.4,22.0,distr_others
7402,Альбион Диккенс,Ресторан,"Садовая, Сенная Площадь, Технологический Институт, Спасская",2200.0,9.5,9.8,9.7,165.0,distr_others
7403,Амбар The Farm,Банкетный зал,undefined,1900.0,8.7,8.3,8.4,21.0,distr_others
7404,Mamito,Ресторан,Беговая,1200.0,7.2,7.2,6.4,8.0,distr_others
7405,Mendeleev Bar,Бар,"Гостиный Двор, Невский Проспект, Садовая, Сенная Площадь, Спасская",1000.0,8.4,8.3,8.4,103.0,distr_others
7407,Lux,Банкетный зал,Проспект Большевиков,1500.0,8.7,9.7,8.7,6.0,distr_others
7408,Папаша Клаусс,Бар,"Беговая, Старая Деревня",1100.0,8.4,8.7,7.9,136.0,distr_others
7409,Event Roof,Банкетный зал,Спасская,2500.0,9.8,10.0,10.0,15.0,distr_others
7410,Diskette Lounge,Кальянная,"Садовая, Спасская, Сенная Площадь",900.0,9.7,9.3,9.9,60.0,distr_others
7411,Невские звезды,Банкетный зал,Ломоносовская,1300.0,9.4,9.4,9.4,49.0,distr_others
7412,Небесный,Банкетный зал,"Новочеркасская, Площадь Ленина",2000.0,9.5,9.6,9.4,63.0,distr_others
7413,Усадьба у озера,Банкетный зал,Парнас,2500.0,8.9,9.7,8.6,15.0,distr_others
7414,Marseria / ex. Santorini,Банкетный зал,"Беговая, Старая Деревня",1500.0,8.1,8.7,8.1,51.0,distr_others
7415,Bona Capona,Ресторан,"Парк Победы, Московская",1200.0,8.0,8.6,8.3,102.0,distr_others
7417,Беринг,Ресторан,"Горьковская, Площадь Ленина",1100.0,8.8,8.8,8.9,99.0,distr_others
7420,Le Vernissage,Ресторан,"Садовая, Сенная Площадь, Спасская",2000.0,8.5,9.3,9.3,34.0,distr_others
7421,Mais,Ресторан,Беговая,1650.0,7.6,7.7,7.7,5.0,distr_others
7423,Калипсо,Ресторан,undefined,1350.0,6.9,7.7,5.6,46.0,distr_others
7424,Баклажан,Ресторан,Лесная,1500.0,6.8,7.8,7.1,31.0,distr_others
7425,More,Кальянная,Девяткино,1000.0,8.0,8.9,9.0,8.0,distr_others
7426,Рассветы / закаты,Ресторан,"Сенная Площадь, Садовая, Спасская",1200.0,7.0,8.9,7.3,6.0,distr_others
7429,Я и ты,Ресторан,undefined,1600.0,5.6,7.3,6.7,16.0,distr_others
7430,Лесная Рапсодия,Ресторан,undefined,1600.0,7.5,7.7,5.8,27.0,distr_others
7432,Aurora Concert Hall,Банкетный зал,Площадь Ленина,1100.0,5.5,5.9,5.5,8.0,distr_others
7436,Малина,Бар,Академическая,800.0,0.0,0.0,0.0,15.0,distr_others
7437,SB Burgers,Кафе,"Площадь Восстания, Маяковская",600.0,6.0,7.3,7.1,16.0,distr_others
7438,Parklane,Ресторан,Крестовский Остров,1900.0,0.0,0.0,0.0,3.0,distr_others
7439,Pepela,Ресторан,Гражданский Проспект,1200.0,5.8,7.4,5.5,6.0,distr_others
7440,Рауту,Ресторан,undefined,1500.0,0.0,0.0,0.0,5.0,distr_others
7441,Хомяки,Кафе,Улица Дыбенко,300.0,0.0,0.0,0.0,1.0,distr_others
7442,Smoke Office Lounge Bar,Кальянная,Пионерская,1000.0,0.0,0.0,0.0,6.0,distr_others
7443,Седьмое небо,Банкетный зал,Московская,2000.0,0.0,0.0,0.0,2.0,distr_others
7444,Константиновский дворец,Банкетный зал,undefined,1950.0,0.0,0.0,0.0,4.0,distr_others
7445,Адам и Ева панорамный,Банкетный зал,Новочеркасская,1490.0,0.0,0.0,0.0,8.0,distr_others
7446,Нихао,Кафе,Московская,400.0,6.0,6.0,6.0,1.0,distr_others
7447,Dream Zone,Кафе,Проспект Просвещения,650.0,0.0,0.0,0.0,1.0,distr_others
7448,Галерея,Банкетный зал,"Новочеркасская, Площадь Ленина",2000.0,0.0,0.0,0.0,2.0,distr_others
7449,Mya Cafe,Кафе,Нарвская,650.0,0.0,0.0,0.0,4.0,distr_others
7451,Невский сад,Банкетный зал,Площадь Александра Невского,1200.0,0.0,0.0,0.0,4.0,distr_others
7452,Невский причал,Ресторан,"Пролетарская, Ломоносовская",1440.0,0.0,0.0,0.0,1.0,distr_others
7453,Settimo Cielo,Ресторан,Адмиралтейская,1000.0,0.0,0.0,0.0,2.0,distr_others
7454,Большой колонный зал,Ресторан,undefined,1100.0,8.0,8.4,7.6,11.0,distr_others
7455,Борсалино,Ресторан,Адмиралтейская,2300.0,8.2,7.5,8.6,10.0,distr_others
7457,Трезвая утка,Ресторан,Улица Дыбенко,900.0,8.9,6.9,8.0,10.0,distr_others
7460,Porto Maltese,Ресторан,"Садовая, Сенная Площадь, Спасская",2200.0,9.4,8.4,9.6,5.0,distr_others
7461,Чабрец,Ресторан,undefined,1200.0,8.0,8.6,7.9,10.0,distr_others
7462,Птичий двор,Ресторан,"Беговая, Старая Деревня",2000.0,8.8,8.5,8.4,80.0,distr_others
7464,Stroganoff Steak House,Ресторан,Адмиралтейская,3000.0,8.4,8.6,8.1,160.0,distr_others
7465,Банщики,Ресторан,Площадь Восстания,1200.0,8.5,8.7,8.2,42.0,distr_others
7467,Соседи,Ресторан,Озерки,1300.0,8.9,8.9,7.9,16.0,distr_others
7468,9parrots,Ресторан,undefined,1150.0,9.0,8.3,9.0,14.0,distr_others
7470,Кукумбер,Ресторан,"Парк Победы, Международная",1500.0,8.8,8.5,8.4,237.0,distr_others
7477,Royal Smoke,Кальянная,Пионерская,1200.0,9.5,9.6,9.6,62.0,distr_others
7479,Штакеншнейдер,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",2500.0,8.5,9.5,9.0,57.0,distr_others
7481,Janno,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",1200.0,8.7,8.1,8.4,11.0,distr_others
7483,Мамалыга,Ресторан,Ленинский Проспект,1700.0,7.9,8.0,6.5,44.0,distr_others
7485,Charlie,Ресторан,"Садовая, Спасская, Сенная Площадь",900.0,8.2,8.5,8.8,31.0,distr_others
7487,Щелкунчик,Ресторан,"Маяковская, Площадь Восстания",250.0,8.5,8.9,8.5,235.0,distr_others
7488,Баязет,Ресторан,"Садовая, Сенная Площадь, Технологический Институт",1200.0,8.7,8.7,8.8,77.0,distr_others
7489,Tefsi,Ресторан,Адмиралтейская,750.0,8.7,8.8,8.3,106.0,distr_others
7494,Вместе,Ресторан,Ленинский Проспект,1300.0,7.1,8.2,7.4,48.0,distr_others
7495,Оккервиль,Кафе,Улица Дыбенко,900.0,10.0,10.0,10.0,7.0,distr_others
7496,Cinnabon,Кафе,"Звездная, Московская",200.0,9.7,8.7,9.6,7.0,distr_others
7497,Барвиха,Ресторан,Проспект Большевиков,850.0,7.2,7.9,6.7,87.0,distr_others
7498,Априори,Ресторан,Пролетарская,950.0,9.4,9.1,9.6,33.0,distr_others
7499,Роял Пицца,Пиццерия,"Садовая, Сенная Площадь, Спасская",650.0,7.4,8.2,8.0,20.0,distr_others
7501,Del Mar,Кафе,"Проспект Славы, Бухарестская, Международная",750.0,6.6,7.6,6.0,80.0,distr_others
7503,Клумба,Кафе,"Площадь Восстания, Маяковская",800.0,8.5,9.4,8.7,82.0,distr_others
7504,2A concept,Кофейня,"Сенная Площадь, Садовая, Спасская",300.0,9.0,8.9,8.3,101.0,distr_others
7507,Dostaевский,Служба доставки,undefined,700.0,8.3,7.3,8.2,61.0,distr_others
7510,Сытинъ,Ресторан,"Технологический Институт, Садовая, Сенная Площадь, Спасская",1400.0,8.7,9.6,8.6,99.0,distr_others
7511,Hugs Bar,Кафе,"Сенная Площадь, Спасская, Садовая",1300.0,9.2,9.6,9.8,25.0,distr_others
7512,Civil,Кофейня,Площадь Восстания,500.0,8.3,8.6,8.4,10.0,distr_others
7513,Бакалавриат,Бар,"Маяковская, Площадь Восстания",900.0,8.9,9.1,9.2,7.0,distr_others
7514,Almond,Ресторанный комплекс,"Площадь Ленина, Выборгская, Лесная",1200.0,9.4,9.7,9.6,31.0,distr_others
7515,Мадлен,Ресторан,Нарвская,1000.0,10.0,10.0,9.8,5.0,distr_others
7517,Chili Pizza,Ресторан,Парк Победы,1500.0,7.7,8.7,7.5,10.0,distr_others
7518,Флогистон,Кафе,"Проспект Большевиков, Ломоносовская, Улица Дыбенко",450.0,9.9,9.6,9.9,29.0,distr_others
7520,Забыли сахар,Кондитерская,"Лесная, Площадь Мужества",500.0,7.4,8.5,7.7,6.0,distr_others
7523,Jazzberry,Ресторан,Площадь Александра Невского,1200.0,8.8,8.8,8.5,21.0,distr_others
7524,Чечил,Ресторан,"Площадь Восстания, Чернышевская",1500.0,8.2,8.1,8.1,26.0,distr_others
7525,Фернанда,Кафе,Адмиралтейская,700.0,5.1,7.2,5.6,11.0,distr_others
7526,Marco Polo,Кафе,Ленинский Проспект,950.0,0.0,0.0,0.0,1.0,distr_others
7529,Le Citta,Ресторан,Нарвская,900.0,8.0,7.7,8.4,8.0,distr_others
7531,Замок БИП,Ресторан,undefined,2400.0,7.1,9.6,8.2,8.0,distr_others
7532,Токио Сити,Ресторан,Адмиралтейская,750.0,9.2,8.9,8.1,10.0,distr_others
7534,Zoom,Кафе,"Садовая, Сенная Площадь, Невский Проспект, Гостиный Двор, Спасская",750.0,8.4,8.5,8.5,101.0,distr_others
7536,Идиот,Ресторан,"Садовая, Сенная Площадь, Спасская",1300.0,7.9,8.3,7.7,14.0,distr_others
7538,Изба Русская кухня,Кафе,"Садовая, Сенная Площадь, Спасская",1000.0,8.2,8.7,8.3,29.0,distr_others
7540,Мечта,Ресторан,undefined,850.0,8.0,8.2,8.2,7.0,distr_others
7543,Охотничий клуб,Ресторан,"Чернышевская, Маяковская, Площадь Восстания",1500.0,9.1,8.9,8.8,43.0,distr_others
7544,Нептун,Ресторанный комплекс,"Лиговский Проспект, Пушкинская, Звенигородская, Обводный канал",1500.0,9.0,9.0,8.2,5.0,distr_others
7545,Брют,Ресторан,Выборгская,950.0,8.2,8.4,8.3,23.0,distr_others
7546,Подворье,Ресторан,undefined,2300.0,8.0,8.0,8.0,38.0,distr_others
7547,Sunpark Grill Bar,Ресторан,"Озерки, Проспект Просвещения",1100.0,8.5,8.2,7.6,16.0,distr_others
7548,Public Cafe,Кафе,"Садовая, Сенная Площадь, Спасская",1000.0,9.1,8.1,8.2,5.0,distr_others
7551,Атриум-кафе «Версаль»,Ресторан,"Маяковская, Площадь Восстания",1600.0,8.3,10.0,7.4,5.0,distr_others
7552,William Bass,Паб,"Площадь Восстания, Маяковская",1300.0,7.4,8.3,7.1,69.0,distr_others
7553,Greenbox,Кафе,Адмиралтейская,400.0,0.0,0.0,0.0,1.0,distr_others
7555,La Casa,Кафе,"Технологический Институт, Нарвская, Балтийская",1000.0,8.4,8.9,8.6,7.0,distr_others
7556,Lancaster Court,Ресторан,Выборгская,1300.0,7.5,8.0,8.5,4.0,distr_others
7559,Kroo Cafe,Ресторан,"Чернышевская, Площадь Восстания",1800.0,7.5,8.3,7.8,20.0,distr_others
